fg_made,kick_distance,down,ydstogo,qtr,game_seconds_remaining,score_differential,home,indoor,temp,wind,precipitation,grass
1,27,4,10,1,3268,0,0,0,77,19,0,1
1,29,4,4,1,2828,3,0,0,77,19,0,1
1,55,4,10,2,2096,-1,0,0,77,19,0,1
1,22,4,4,2,1814,-2,1,0,77,19,0,1
1,24,4,6,3,1376,-1,0,0,77,19,0,1
1,29,4,5,4,262,-2,1,0,77,19,0,1
0,67,1,10,4,2,-1,0,0,77,19,0,1
1,47,4,18,2,1805,0,0,1,70,0,0,0
0,29,4,10,3,1020,-5,1,1,70,0,0,0
1,51,4,1,4,28,-3,1,1,70,0,0,0
1,45,1,10,4,7,0,0,1,70,0,0,0
1,22,4,4,1,3062,-7,0,0,50,9,1,0
1,57,4,2,2,1817,4,1,0,50,9,1,0
0,53,4,4,4,489,21,1,0,50,9,1,0
1,33,4,9,2,2650,0,1,0,56,14,0,1
1,47,4,6,2,2495,-3,0,0,56,14,0,1
0,35,4,8,2,1808,0,1,0,56,14,0,1
1,38,4,14,3,1058,0,0,0,56,14,0,1
1,24,4,4,3,942,-3,1,0,56,14,0,1
1,38,4,5,4,371,-7,1,0,56,14,0,1
1,27,4,5,2,2414,-7,0,0,66,15,0,1
1,42,4,4,2,2086,4,1,0,66,15,0,1
0,56,1,10,2,1803,-7,0,0,66,15,0,1
1,26,4,8,4,816,14,1,0,66,15,0,1
1,36,4,5,4,544,17,1,0,66,15,0,1
1,29,4,8,3,1026,-14,0,0,62,24,0,1
1,31,4,9,4,674,11,1,0,62,24,0,1
1,54,4,3,4,141,7,1,0,62,24,0,1
1,33,4,4,4,71,-10,0,0,62,24,0,1
1,45,4,20,1,3326,0,1,0,84,13,0,1
1,23,4,5,2,2186,17,1,0,84,13,0,1
1,35,4,16,2,1801,27,1,0,84,13,0,1
1,28,4,4,4,544,-18,0,0,84,13,0,1
1,43,4,6,2,2647,7,1,1,70,0,0,1
0,49,4,4,3,1566,3,1,1,70,0,0,1
1,26,4,7,3,1171,-3,0,1,70,0,0,1
1,47,4,14,2,2700,-7,0,0,44,6,0,1
1,27,4,9,2,2393,4,1,0,44,6,0,1
1,32,4,1,2,1819,7,1,0,44,6,0,1
1,22,4,4,4,399,10,1,0,44,6,0,1
1,22,4,3,4,107,13,1,0,44,6,0,1
1,24,4,5,1,2967,0,1,0,44,8,0,0
1,34,4,6,2,2618,3,1,0,44,8,0,0
1,36,2,12,2,1814,1,0,0,44,8,0,0
1,25,4,1,3,1206,-3,0,0,44,8,0,0
0,56,4,2,5,356,0,0,0,44,8,0,0
1,34,4,9,1,2792,0,0,1,70,0,0,0
1,30,4,8,2,2312,-3,1,1,70,0,0,0
1,46,4,1,2,2147,0,0,1,70,0,0,0
1,23,3,5,2,1806,-3,0,1,70,0,0,0
1,25,4,6,3,1306,0,0,1,70,0,0,0
1,36,4,17,4,851,-3,1,1,70,0,0,0
1,24,4,5,1,3185,0,1,0,59,2,0,1
1,46,4,11,3,1530,10,1,0,59,2,0,1
0,48,4,10,3,1151,-13,0,0,59,2,0,1
1,57,4,32,1,3289,0,0,1,70,0,0,0
1,47,4,3,2,1803,3,0,1,70,0,0,0
0,46,4,8,4,77,15,1,1,70,0,0,0
1,45,4,2,1,3272,0,0,1,70,0,0,0
1,52,4,8,2,2654,3,0,1,70,0,0,0
1,51,4,4,2,2033,-13,1,1,70,0,0,0
1,25,4,7,2,1859,10,0,1,70,0,0,0
0,59,4,4,2,1803,-13,1,1,70,0,0,0
1,51,4,8,1,2847,0,1,0,56,14,1,1
0,39,4,17,2,2038,3,1,0,56,14,1,1
1,42,4,4,2,1843,-3,0,0,56,14,1,1
1,48,4,12,1,3186,0,0,0,35,2,0,0
0,48,4,6,2,1815,-10,1,0,35,2,0,0
1,39,4,21,4,117,-17,1,0,35,2,0,0
1,44,4,19,1,3186,0,1,1,70,0,0,0
1,35,4,5,3,1211,-9,1,1,70,0,0,0
1,43,4,6,4,580,6,0,1,70,0,0,0
1,42,4,2,4,246,16,0,1,70,0,0,0
1,52,4,6,1,3249,0,0,0,63,8,0,1
1,26,4,7,2,2158,-3,1,0,63,8,0,1
1,41,4,1,2,1842,0,0,0,63,8,0,1
1,50,4,2,3,1143,3,0,0,63,8,0,1
0,63,2,6,4,2,-1,0,0,63,8,0,1
1,40,4,3,1,3267,0,1,0,38,12,0,1
1,24,4,5,2,2425,-10,0,0,38,12,0,1
1,28,4,10,3,1013,6,1,0,38,12,0,1
0,40,4,4,4,704,2,1,0,38,12,0,1
1,32,4,5,4,293,-2,0,0,38,12,0,1
1,52,4,3,1,3353,0,0,1,70,0,0,0
1,34,4,7,2,1911,-4,0,1,70,0,0,0
1,31,4,3,1,3166,-7,0,1,70,0,0,0
1,45,4,6,2,2564,11,1,1,70,0,0,0
1,47,4,5,2,2222,14,1,1,70,0,0,0
1,42,4,6,2,2059,-17,0,1,70,0,0,0
1,38,4,2,2,1834,14,1,1,70,0,0,0
1,44,4,12,4,745,16,1,1,70,0,0,0
1,26,4,3,1,2940,-7,0,0,57,2,0,0
1,36,4,3,3,1340,-3,1,0,57,2,0,0
1,41,4,6,4,892,-7,1,0,57,2,0,0
0,55,4,7,4,204,-3,0,0,57,2,0,0
1,37,4,9,2,2501,7,0,1,70,0,0,1
1,55,4,6,2,1942,-3,1,1,70,0,0,1
1,34,4,3,2,1831,0,0,1,70,0,0,1
0,52,3,5,2,1809,-3,1,1,70,0,0,1
0,52,4,5,3,1590,-4,0,1,70,0,0,1
1,25,4,1,4,893,11,1,1,70,0,0,1
1,47,4,16,1,3342,-7,1,0,38,6,0,1
1,43,4,9,2,2420,-3,0,0,38,6,0,1
1,43,4,12,3,1077,7,1,0,38,6,0,1
1,36,4,3,3,978,10,1,0,38,6,0,1
1,48,4,29,4,128,6,1,0,38,6,0,1
1,21,4,3,1,3089,0,1,0,69,2,0,1
1,38,4,2,2,1825,4,0,0,69,2,0,1
1,21,4,2,3,1069,7,0,0,69,2,0,1
1,29,4,2,4,486,10,0,0,69,2,0,1
1,51,4,9,1,3458,0,1,1,70,0,0,0
1,48,4,10,1,3214,-3,0,1,70,0,0,0
1,41,4,3,2,1844,14,1,1,70,0,0,0
1,60,4,3,2,1813,-17,0,1,70,0,0,0
1,36,4,7,3,1487,-14,0,1,70,0,0,0
1,30,4,12,3,963,-11,0,1,70,0,0,0
1,26,4,7,4,753,-8,0,1,70,0,0,0
1,46,4,15,1,3158,0,0,1,70,0,0,0
1,46,4,11,2,2619,3,0,1,70,0,0,0
1,50,4,20,2,2360,-6,1,1,70,0,0,0
1,51,4,5,2,2110,-10,1,1,70,0,0,0
1,48,4,7,2,1894,7,0,1,70,0,0,0
1,33,4,11,3,1189,10,0,1,70,0,0,0
1,28,4,10,4,329,-6,1,1,70,0,0,0
1,40,4,8,1,2857,0,1,1,70,0,0,0
1,54,4,15,2,1860,-4,1,1,70,0,0,0
1,41,4,18,3,1358,1,0,1,70,0,0,0
1,32,4,12,4,782,-4,1,1,70,0,0,0
1,26,4,7,4,409,1,0,1,70,0,0,0
1,36,4,11,2,2012,-7,0,0,60,7,0,1
1,21,4,3,1,3222,0,0,0,40,9,0,0
1,48,4,6,2,2623,-10,1,0,40,9,0,0
1,42,4,10,2,1953,0,0,0,40,9,0,0
1,27,2,9,2,1805,-3,1,0,40,9,0,0
0,52,4,19,4,612,-7,0,0,40,9,0,0
0,58,4,7,5,5,0,1,0,40,9,0,0
1,42,4,6,1,2990,0,0,0,42,12,0,1
1,35,4,7,2,1866,3,0,0,42,12,0,1
0,40,4,13,4,679,-6,1,0,42,12,0,1
1,30,4,4,4,202,6,0,0,42,12,0,1
1,47,4,6,1,3130,0,0,0,45,4,0,0
1,32,4,13,2,1933,10,0,0,45,4,0,0
1,27,4,3,3,1503,-6,1,0,45,4,0,0
1,39,4,10,4,120,10,0,0,45,4,0,0
1,26,4,6,2,1983,-7,0,0,47,8,0,0
1,30,4,7,4,900,10,1,0,47,8,0,0
1,43,4,8,1,2722,0,0,1,70,0,0,0
1,33,4,10,2,1844,-3,1,1,70,0,0,0
1,50,1,10,2,1802,0,0,1,70,0,0,0
1,54,4,3,3,1087,3,0,1,70,0,0,0
1,53,4,7,4,894,-6,1,1,70,0,0,0
1,37,4,15,2,2336,-7,0,0,54,8,0,1
1,43,4,4,2,1995,-4,0,0,54,8,0,1
1,33,4,6,4,655,19,0,0,54,8,0,1
1,35,4,4,1,3360,0,0,0,55,4,0,1
1,45,4,3,1,2877,3,0,0,55,4,0,1
1,52,4,4,1,2847,7,0,1,70,0,0,0
1,55,4,2,1,2711,-10,1,1,70,0,0,0
1,31,4,9,2,2384,7,0,1,70,0,0,0
0,61,4,23,3,1068,-10,1,1,70,0,0,0
1,36,4,3,4,745,10,0,1,70,0,0,0
1,33,4,5,2,2658,0,1,1,70,0,0,0
1,31,4,8,3,1162,3,1,1,70,0,0,0
1,28,4,10,4,163,6,1,1,70,0,0,0
1,55,4,3,4,75,-9,0,1,70,0,0,0
0,47,4,1,2,1815,7,1,1,70,0,0,0
1,41,4,17,4,652,-15,0,1,70,0,0,0
1,41,4,2,4,250,12,1,1,70,0,0,0
1,49,4,8,4,22,8,1,1,70,0,0,0
0,50,4,7,1,3339,0,1,1,70,0,0,1
1,33,4,5,2,2696,0,1,1,70,0,0,1
1,32,4,9,2,2378,-4,1,1,70,0,0,1
1,51,2,15,2,1804,-6,0,1,70,0,0,1
1,23,4,2,3,1518,-3,0,1,70,0,0,1
1,38,4,3,3,1031,7,1,0,36,11,1,0
1,49,4,5,4,748,10,1,0,36,11,1,0
1,26,4,1,4,81,-11,0,0,36,11,1,0
1,29,4,9,2,1858,14,0,0,37,6,0,0
1,39,4,11,3,1585,17,0,0,37,6,0,0
0,55,4,9,1,3194,-7,0,0,54,8,0,1
1,52,4,8,1,3331,0,1,0,37,4,0,1
0,38,4,6,1,2736,3,1,0,37,4,0,1
1,45,4,6,2,2439,-3,0,0,37,4,0,1
1,50,2,4,2,1803,0,0,0,37,4,0,1
1,55,4,9,3,1440,3,0,0,37,4,0,1
1,28,4,6,2,2479,-14,0,1,70,0,0,0
1,47,4,7,2,2655,0,1,0,34,12,0,1
1,53,4,10,2,2136,-3,0,0,34,12,0,1
1,23,4,4,2,1915,0,1,0,34,12,0,1
0,48,2,5,2,1802,-3,0,0,34,12,0,1
0,50,4,6,4,848,-10,0,0,34,12,0,1
0,38,4,2,4,652,10,1,0,34,12,0,1
0,46,4,15,4,269,10,1,0,34,12,0,1
1,21,4,2,1,3070,0,1,0,66,6,0,1
0,50,4,3,2,2283,10,1,0,66,6,0,1
1,41,3,10,2,1803,-17,0,0,66,6,0,1
1,21,4,3,3,1628,-14,0,0,66,6,0,1
1,33,4,5,3,1540,-14,1,0,54,9,0,1
1,24,4,4,3,1359,11,0,0,54,9,0,1
1,53,4,3,3,1226,14,0,0,54,9,0,1
1,48,1,10,4,5,-3,1,0,54,9,0,1
1,31,4,12,2,2229,0,0,0,38,13,0,0
1,34,3,10,2,1803,-3,1,0,38,13,0,0
1,34,4,11,3,1618,0,0,0,38,13,0,0
0,54,4,5,4,477,3,0,0,38,13,0,0
0,58,1,10,4,1,-3,1,0,38,13,0,0
1,26,4,8,1,3255,0,0,1,70,0,0,0
1,28,4,4,2,2591,17,0,1,70,0,0,0
1,49,4,10,2,2446,20,0,1,70,0,0,0
1,27,4,3,2,1812,30,0,1,70,0,0,0
1,52,4,7,3,1199,26,0,1,70,0,0,0
1,40,1,10,5,7,0,1,1,70,0,0,0
1,27,4,2,3,1448,-1,0,1,70,0,0,0
1,29,4,10,4,314,-3,1,1,70,0,0,0
0,51,4,12,4,12,0,0,1,70,0,0,0
1,34,4,16,1,2969,0,1,0,15,4,0,1
1,33,4,7,2,2445,-3,0,0,15,4,0,1
1,55,4,10,2,1851,-7,0,0,15,4,0,1
1,39,4,11,1,2883,0,0,0,29,4,0,0
1,21,4,3,2,2690,-4,0,0,29,4,0,0
1,47,4,3,4,721,5,0,0,29,4,0,0
1,25,4,4,4,2,0,1,0,29,4,0,0
1,49,4,15,1,3211,0,1,1,70,0,0,1
1,24,4,6,2,2515,-3,0,1,70,0,0,1
1,47,4,10,3,986,-7,0,1,70,0,0,1
1,54,4,10,4,777,-4,0,1,70,0,0,1
1,41,4,8,1,2876,0,1,0,35,13,0,1
1,50,4,5,3,1095,5,0,0,35,13,0,1
1,51,4,9,4,756,-8,1,0,35,13,0,1
1,50,4,7,4,120,5,0,0,35,13,0,1
1,32,4,6,2,2514,0,0,0,17,17,0,1
0,38,4,10,4,509,4,0,0,17,17,0,1
1,29,4,9,4,717,-14,1,0,47,7,0,1
1,32,4,14,4,379,-11,1,0,47,7,0,1
1,50,4,5,4,69,8,0,0,47,7,0,1
1,52,2,10,4,23,-11,1,0,47,7,0,1
1,38,4,8,2,2092,-7,1,0,43.84180849953015,5.835647906442648,0,0
1,51,4,19,3,1393,-18,1,0,43.84180849953015,5.835647906442648,0,0
0,43,4,6,4,305,15,0,0,43.84180849953015,5.835647906442648,0,0
0,51,4,18,4,819,0,0,1,70,0,0,0
1,43,3,15,4,8,0,1,1,70,0,0,0
1,21,4,3,1,3185,0,1,0,17,9,0,1
0,55,4,7,1,2928,3,1,0,17,9,0,1
1,27,4,4,2,2566,3,1,0,17,9,0,1
1,32,2,14,2,1805,-14,0,0,17,9,0,1
1,34,4,8,3,1326,-11,0,0,17,9,0,1
1,21,4,3,4,853,8,1,0,17,9,0,1
1,37,4,4,4,127,-11,0,0,17,9,0,1
1,37,4,4,2,2005,1,1,0,7,17,0,1
0,38,4,10,2,1856,-4,0,0,7,17,0,1
1,35,4,9,4,623,-11,1,0,7,17,0,1
1,28,4,10,2,2694,12,0,0,21,2,0,0
0,43,4,4,4,550,10,0,0,21,2,0,0
1,55,4,20,1,3211,0,1,1,70,0,0,0
1,54,4,8,1,2743,-17,0,1,70,0,0,0
1,49,1,10,2,1801,-28,0,1,70,0,0,0
1,30,4,9,3,1133,25,1,1,70,0,0,0
1,53,4,4,4,382,27,1,1,70,0,0,0
1,37,2,10,2,1802,14,1,0,20,12,0,1
1,40,4,7,4,797,18,1,0,20,12,0,1
1,36,4,7,4,120,14,1,0,20,12,0,1
1,34,4,10,4,40,-17,0,0,20,12,0,1
1,46,4,3,1,3375,0,1,0,45,14,0,1
1,36,4,18,1,3270,-3,0,0,45,14,0,1
1,34,4,16,2,2063,7,1,0,45,14,0,1
1,46,4,8,2,1807,-10,0,0,45,14,0,1
0,48,4,8,3,1050,0,1,0,45,14,0,1
1,28,4,10,4,709,0,0,0,45,14,0,1
1,26,4,3,4,126,3,0,0,45,14,0,1
1,25,4,5,2,2213,0,0,0,22,14,0,1
1,22,4,4,4,447,-4,0,0,22,14,0,1
1,37,4,13,1,3401,0,1,0,43,17,1,0
1,32,4,3,1,3138,-3,0,0,43,17,1,0
1,45,4,3,2,1978,7,0,0,43,17,1,0
0,44,4,1,2,1829,10,0,0,43,17,1,0
1,41,4,10,3,1329,10,0,0,43,17,1,0
1,37,4,5,4,229,13,0,0,43,17,1,0
1,46,4,6,2,2066,-7,1,1,70,0,0,0
1,24,4,6,2,1803,4,0,1,70,0,0,0
1,21,4,3,3,1265,7,0,1,70,0,0,0
0,43,4,4,2,2512,-7,1,0,9,21,0,1
1,44,4,8,2,1913,-7,1,0,9,21,0,1
1,40,4,10,2,1809,4,0,0,9,21,0,1
0,52,4,4,3,1342,-7,1,0,9,21,0,1
1,40,4,7,4,592,-7,1,0,9,21,0,1
1,30,4,10,2,2051,7,1,0,6,27,0,1
1,23,4,2,2,1803,-10,0,0,6,27,0,1
1,40,4,9,2,2385,7,1,1,70,0,0,0
1,44,4,3,3,1582,-3,0,1,70,0,0,0
1,44,4,12,3,1175,0,0,1,70,0,0,0
1,55,4,5,4,389,-4,0,1,70,0,0,0
1,61,2,10,4,4,0,1,1,70,0,0,0
1,25,4,6,1,3378,0,0,1,70,0,0,0
1,21,4,3,2,1912,-3,1,1,70,0,0,0
1,47,4,15,2,1811,0,0,1,70,0,0,0
1,44,4,5,3,1205,-10,1,1,70,0,0,0
1,48,4,5,4,144,0,1,1,70,0,0,0
1,26,4,8,4,104,3,1,1,70,0,0,0
1,47,4,5,2,1964,14,1,0,12,9,0,1
1,22,4,3,2,1801,-17,0,0,12,9,0,1
1,38,4,3,1,3507,0,0,0,65.44689265536721,3.659887005649733,0,1
1,56,4,7,1,2737,-3,1,0,65.44689265536721,3.659887005649733,0,1
1,35,4,11,2,2298,0,0,0,65.44689265536721,3.659887005649733,0,1
1,53,4,6,2,1812,-3,1,0,65.44689265536721,3.659887005649733,0,1
1,39,4,11,4,851,0,1,0,65.44689265536721,3.659887005649733,0,1
1,42,4,8,4,151,-3,0,0,65.44689265536721,3.659887005649733,0,1
1,40,3,13,5,226,0,0,0,65.44689265536721,3.659887005649733,0,1
1,26,4,8,4,900,7,1,0,54,2,0,1
1,23,4,4,4,725,10,1,0,54,2,0,1
1,35,4,2,4,560,13,1,0,54,2,0,1
1,38,4,11,1,3208,0,0,1,70,0,0,0
1,36,1,10,2,1806,-4,0,1,70,0,0,0
1,36,4,8,3,1444,-1,0,1,70,0,0,0
0,43,4,10,3,1146,2,0,1,70,0,0,0
1,27,4,5,4,580,-2,1,1,70,0,0,0
1,57,4,17,4,302,-1,0,1,70,0,0,0
1,21,2,3,4,2,-2,1,1,70,0,0,0
0,53,4,11,2,2525,-7,1,0,75,2,0,1
1,22,4,1,2,1873,-7,1,0,75,2,0,1
0,26,4,8,3,1123,-4,1,0,75,2,0,1
1,49,2,15,4,64,-9,0,0,75,2,0,1
1,23,4,5,1,2848,0,0,1,70,0,0,0
1,23,4,1,2,1820,11,1,1,70,0,0,0
1,41,4,21,4,165,28,1,1,70,0,0,0
1,37,4,5,1,3266,0,0,0,59,9,0,1
1,43,4,6,4,629,-10,1,0,59,9,0,1
1,36,4,4,2,2700,7,0,0,56,4,1,1
1,37,4,9,2,1868,-10,1,0,56,4,1,1
1,29,1,10,2,1802,-7,1,0,56,4,1,1
1,45,4,5,4,388,11,0,0,56,4,1,1
1,49,4,6,2,2451,-6,0,0,47,2,0,1
0,51,1,10,2,1805,3,1,0,47,2,0,1
1,23,4,1,1,2849,0,0,0,52,14,0,0
1,36,3,10,2,1805,18,1,0,52,14,0,0
0,48,4,9,3,1744,-21,0,0,52,14,0,0
1,56,4,7,3,1254,-28,1,1,70,0,0,0
1,53,4,5,4,370,25,0,1,70,0,0,0
1,23,4,5,1,2773,0,0,1,70,0,0,0
1,40,4,10,2,1818,4,1,1,70,0,0,0
0,51,4,7,2,2186,0,0,0,53,2,0,0
1,49,4,5,3,1148,-7,1,0,53,2,0,0
1,21,4,2,1,3341,0,0,0,39,7,0,1
0,46,4,10,1,2801,-11,0,0,39,7,0,1
1,26,4,8,2,2392,11,1,0,39,7,0,1
0,50,4,7,2,1841,-21,0,0,39,7,0,1
1,56,3,3,2,1804,21,1,0,39,7,0,1
1,54,4,5,2,2315,7,0,0,54,11,0,1
1,20,4,2,2,1988,10,0,0,54,11,0,1
1,56,4,14,3,1563,-13,1,0,54,11,0,1
1,25,4,6,1,3100,7,1,0,45,2,0,0
1,44,4,8,1,2844,-10,0,0,45,2,0,0
1,44,4,23,2,2285,-14,0,0,45,2,0,0
0,57,4,7,3,1625,-11,0,0,45,2,0,0
1,31,4,7,3,1267,11,1,0,45,2,0,0
0,41,4,6,4,784,14,1,0,45,2,0,0
1,31,4,10,4,345,14,1,0,45,2,0,0
1,21,4,2,1,3124,0,0,0,44,2,0,1
1,30,4,5,2,2652,-3,1,0,44,2,0,1
0,48,4,3,2,2015,0,0,0,44,2,0,1
1,51,4,3,3,1475,7,1,0,44,2,0,1
1,51,4,4,3,1127,-10,0,0,44,2,0,1
1,33,4,10,4,587,-7,0,0,44,2,0,1
1,20,4,1,1,2809,0,1,1,70,0,0,1
1,43,4,7,4,759,-3,0,1,70,0,0,1
1,24,4,4,4,408,0,0,1,70,0,0,1
1,57,4,10,4,253,-3,1,1,70,0,0,1
0,41,1,10,4,2,0,0,1,70,0,0,1
1,23,2,5,5,417,0,0,1,70,0,0,1
1,27,4,7,3,1250,15,1,0,57,2,0,1
1,34,4,10,1,3005,0,1,0,38,7,0,0
1,26,4,8,3,1537,-17,0,0,38,7,0,0
1,26,4,2,3,1291,14,1,0,38,7,0,0
1,51,4,4,3,1024,-17,0,0,38,7,0,0
1,27,4,5,4,739,-14,0,0,38,7,0,0
0,44,4,6,2,2660,7,1,1,70,0,1,0
0,55,4,12,4,84,0,1,1,70,0,1,0
1,42,2,10,4,3,0,0,1,70,0,1,0
1,49,4,9,2,1843,0,1,0,36,8,0,1
1,34,4,15,3,1447,3,1,0,36,8,0,1
0,31,4,8,1,3099,7,1,0,42,7,0,1
0,52,4,7,2,2257,13,1,0,42,7,0,1
1,29,4,6,4,863,14,1,0,42,7,0,1
1,22,4,2,4,322,17,1,0,42,7,0,1
1,22,4,4,1,3385,0,1,0,21,4,0,1
1,37,4,9,1,3124,-3,0,0,21,4,0,1
1,49,4,16,1,2819,0,1,0,21,4,0,1
1,48,4,11,2,2581,3,1,0,21,4,0,1
0,46,4,6,2,2176,-6,0,0,21,4,0,1
1,33,1,10,2,1802,-6,0,0,21,4,0,1
0,53,4,7,3,1477,3,1,0,21,4,0,1
1,37,4,11,1,3284,7,0,1,70,0,0,0
1,54,4,7,4,217,4,1,1,70,0,0,0
1,54,4,13,1,3140,-7,1,1,70,0,0,1
1,44,2,6,2,1805,18,0,1,70,0,0,1
1,38,4,11,3,1320,-21,1,1,70,0,0,1
1,33,4,5,2,1966,-7,1,0,43,4,0,1
1,48,4,4,2,1831,4,0,0,43,4,0,1
1,36,4,5,3,1306,-7,0,0,43,4,0,1
1,22,4,3,1,3511,0,0,0,45,4,1,0
1,37,4,15,1,3133,-3,1,0,45,4,1,0
1,36,4,6,1,2720,0,1,0,45,4,1,0
1,45,4,3,2,2522,-3,0,0,45,4,1,0
1,38,4,5,3,1157,0,0,0,45,4,1,0
1,22,4,4,4,143,-3,1,0,45,4,1,0
0,46,3,8,4,3,0,1,0,45,4,1,0
1,32,3,7,5,278,0,1,0,45,4,1,0
1,28,4,9,2,2102,13,0,0,32,2,0,1
1,50,4,15,4,900,10,0,0,32,2,0,1
1,41,4,3,4,223,13,0,0,32,2,0,1
1,24,4,5,3,1329,0,0,0,30,6,0,0
1,32,4,8,1,3403,0,1,0,43,12,0,1
1,52,4,5,2,2427,10,1,0,43,12,0,1
1,39,4,21,2,1849,13,1,0,43,12,0,1
1,54,4,3,3,1281,16,1,0,43,12,0,1
1,24,4,6,3,953,-19,0,0,43,12,0,1
1,22,4,4,4,204,10,1,0,43,12,0,1
0,55,4,9,2,2453,0,0,0,75,9,0,1
1,37,4,12,2,2122,0,1,0,75,9,0,1
1,32,4,9,2,1898,-3,0,0,75,9,0,1
1,37,4,16,3,1222,0,1,0,75,9,0,1
1,35,4,5,4,723,-3,0,0,75,9,0,1
1,50,4,3,4,23,0,1,0,75,9,0,1
1,49,4,7,1,2759,0,1,1,70,0,1,0
1,41,4,10,2,2299,-3,0,1,70,0,1,0
1,24,4,6,3,1531,-7,1,1,70,0,1,0
1,51,4,8,4,245,10,1,1,70,0,1,0
1,51,4,18,1,2786,0,0,0,56,4,0,1
1,39,4,6,2,1803,3,0,0,56,4,0,1
1,26,4,7,3,1514,-6,1,0,56,4,0,1
1,41,4,7,3,1267,3,0,0,56,4,0,1
1,36,4,3,4,894,-6,1,0,56,4,0,1
1,39,4,10,1,3206,0,1,0,30,4,0,0
1,22,4,4,2,1810,-2,0,0,30,4,0,0
1,22,4,4,1,3033,7,0,0,37,4,0,1
1,23,4,5,2,2068,24,0,0,37,4,0,1
1,50,4,11,3,1082,13,0,0,37,4,0,1
0,40,4,3,4,531,10,0,0,37,4,0,1
1,36,2,12,4,3,-2,1,0,37,4,0,1
1,33,4,10,2,2569,14,1,0,27,4,0,0
1,40,4,16,2,2258,-17,0,0,27,4,0,0
1,48,4,7,2,1940,-14,0,0,27,4,0,0
1,37,4,2,2,1879,-11,0,0,27,4,0,0
1,39,2,10,2,1807,0,1,0,27,4,0,0
1,25,4,6,2,2009,7,0,1,70,0,0,0
1,38,4,5,4,758,-3,1,1,70,0,0,0
1,34,4,3,1,3316,0,1,0,57,11,1,1
1,33,4,12,2,2265,3,1,0,57,11,1,1
1,46,4,10,2,1817,-1,1,0,57,11,1,1
1,56,1,10,2,1801,-2,0,0,57,11,1,1
1,31,4,10,4,299,21,1,0,57,11,1,1
1,28,4,10,2,1912,7,0,0,32,4,1,0
1,25,4,7,3,1365,-10,1,0,32,4,1,0
1,20,4,2,4,685,14,0,0,32,4,1,0
1,26,4,8,1,2836,0,1,0,55,19,0,1
1,47,4,2,2,2028,-3,1,0,55,19,0,1
1,50,3,10,2,1801,0,1,0,55,19,0,1
1,25,4,7,3,1451,-3,0,0,55,19,0,1
1,43,4,8,4,668,-7,0,0,55,19,0,1
1,28,4,4,4,188,4,1,0,55,19,0,1
1,50,4,3,2,2653,0,1,0,36,6,0,1
1,41,4,2,2,1831,-10,0,0,36,6,0,1
1,50,4,8,3,912,7,1,0,36,6,0,1
1,48,4,5,4,30,-10,0,0,36,6,0,1
1,30,4,9,4,320,21,1,0,40,6,0,1
1,43,4,5,1,3234,0,1,0,22,13,0,1
1,24,4,6,2,2700,3,1,0,22,13,0,1
1,30,4,7,2,2320,-6,0,0,22,13,0,1
1,23,3,5,2,1804,-10,0,0,22,13,0,1
1,45,1,10,4,8,0,1,0,22,13,0,1
1,31,4,9,4,320,21,1,0,52,14,1,1
0,42,4,3,1,2848,0,0,1,70,0,0,1
1,35,2,8,2,1804,7,1,1,70,0,0,1
1,33,4,6,3,1008,3,1,1,70,0,0,1
1,27,4,8,4,11,0,0,1,70,0,0,1
1,28,4,9,1,2756,-7,0,0,74.2261608319907,6.056979639665932,0,1
1,54,4,9,2,2611,-4,0,0,74.2261608319907,6.056979639665932,0,1
1,30,2,10,2,1803,-6,1,0,74.2261608319907,6.056979639665932,0,1
1,37,4,11,3,1512,3,0,0,74.2261608319907,6.056979639665932,0,1
1,33,4,3,4,146,1,1,0,74.2261608319907,6.056979639665932,0,1
1,40,4,2,1,2889,0,0,0,73.6515576323987,8.073364485981298,1,0
1,26,4,5,2,2439,-3,1,0,73.6515576323987,8.073364485981298,1,0
1,34,4,6,2,1820,7,0,0,73.6515576323987,8.073364485981298,1,0
1,43,4,13,3,1443,-10,1,0,73.6515576323987,8.073364485981298,1,0
1,30,4,6,4,111,0,1,0,73.6515576323987,8.073364485981298,1,0
1,50,4,10,4,6,-3,0,0,73.6515576323987,8.073364485981298,1,0
1,43,4,2,3,1550,0,0,1,70,0,0,0
1,49,4,5,3,1196,-3,1,1,70,0,0,0
1,42,4,10,2,2659,0,1,0,69.9963390594199,10.239650802591004,0,1
1,42,4,2,3,1608,-10,0,0,69.9963390594199,10.239650802591004,0,1
0,51,4,4,3,1317,-7,0,0,69.9963390594199,10.239650802591004,0,1
1,34,4,5,3,1045,7,1,0,69.9963390594199,10.239650802591004,0,1
1,43,4,3,4,693,10,1,0,69.9963390594199,10.239650802591004,0,1
0,45,4,21,1,3194,0,1,0,71.73903072924632,6.700657391836119,1,0
1,21,4,2,1,2904,6,0,0,71.73903072924632,6.700657391836119,1,0
1,38,4,8,2,2460,16,0,0,71.73903072924632,6.700657391836119,1,0
0,36,4,14,2,1870,-26,1,0,71.73903072924632,6.700657391836119,1,0
1,35,4,2,3,1034,0,1,0,72.13362143474498,8.000345721694076,0,1
1,39,4,2,4,736,3,1,0,72.13362143474498,8.000345721694076,0,1
1,47,4,7,1,2828,-7,1,0,70.04224899598398,7.3619277108433465,0,1
